Full name,Faction,Sort_class,Enemy,Sort_part,Part,Show Main,Main view,Alt view,Credit (3D model). Additional modifications such as highlighting and identification of parts are done by myself.,HP,Armor,Durability,To main,Tag,Demo,ExDR,BaDR,Fire Mult,Correction,Constitution,Main cap,ExVM,Light stagger,Medium stagger,Heavy stagger,Massive stagger,,Notes
Terminids / Special / Shrieker / Head,Terminids,16,Special / Shrieker,2,Head,--,https://i.postimg.cc/KjMp6Pby/side-head.jpg,https://i.postimg.cc/JzmYFHd9/front-head.jpg,Discord : dark728,20,0,0%,100%,Lethal,--,100%,0%,0%,0,0,Yes,--,--,--,--,--,,No notes.
Terminids / Special / Shrieker / Wing (each),Terminids,16,Special / Shrieker,3,Wing (each),--,https://i.postimg.cc/KY8qGSbf/side-wings.jpg,https://i.postimg.cc/rmbYZhvJ/front-wings.jpg,Discord : dark728,20,0,100%,30%,Lethal,--,100%,0%,0%,0,0,Yes,--,--,--,--,--,,No notes.
Terminids / Special / Shrieker / Limb (each),Terminids,16,Special / Shrieker,4,Limb (each),--,https://i.postimg.cc/h4zYQBd3/side-limbs.jpg,https://i.postimg.cc/N0CNLJfc/front-limbs.jpg,Discord : dark728,30,0,0%,40%,Non lethal,--,100%,0%,0%,0,0,No,--,--,--,--,--,,No notes.
Terminids / Special / Stalker / [MAIN],Terminids,17,Special / Stalker,1,[MAIN],1,https://i.postimg.cc/02vC5RdS/side-underbelly.jpg,https://i.postimg.cc/zGJp7ZyN/front-underbelly.jpg,Discord : dark728,800,1,50%,--,Lethal,--,0%,0%,125%,0,0,--,OuterRadius,"1, 0.5, N",--,"22, 0.5, N","30, 1, Y",,Stalker regenerates 50 HP per second after a short time without suffering any damage.
Terminids / Special / Stalker / Head,Terminids,17,Special / Stalker,2,Head,--,https://i.postimg.cc/xTV6kbYc/front-head.jpg,https://i.postimg.cc/C5GHCmYd/side-head.jpg,Discord : dark728,175,1,0%,100%,Lethal,--,100%,0%,0%,0,0,Yes,--,--,--,--,--,,Stalker regenerates 50 HP per second after a short time without suffering any damage.
Terminids / Special / Stalker / Wing (each),Terminids,17,Special / Stalker,4,Wing (each),--,https://i.postimg.cc/qvjwZbK3/front-wings.jpg,https://i.postimg.cc/xTP3cxt4/side-wings.jpg,Discord : dark728,125,0,50%,30%,Non lethal,--,100%,0%,0%,0,0,Yes,--,--,--,--,--,,Stalker regenerates 50 HP per second after a short time without suffering any damage.
Terminids / Special / Stalker / Claw (each),Terminids,17,Special / Stalker,3,Claw (each),--,https://i.postimg.cc/yx4yS2Mw/side-arms.jpg,https://i.postimg.cc/Pfw6rQgg/front-arms.jpg,Discord : dark728,-1,1,50%,100%,Non lethal,--,100%,0%,0%,0,0,No,--,--,--,--,--,,Stalker regenerates 50 HP per second after a short time without suffering any damage.
Terminids / Special / Stalker / Body armour,Terminids,17,Special / Stalker,5,Body armour,--,https://i.postimg.cc/d1T93Jx2/side-armor.jpg,https://i.postimg.cc/d1T93Jx2/side-armor.jpg,Discord : dark728,-1,2,50%,100%,Non lethal,--,100%,0%,0%,0,0,No,--,--,--,--,--,,Stalker regenerates 50 HP per second after a short time without suffering any damage.
Terminids / Special / Stalker / Leg (each),Terminids,17,Special / Stalker,6,Leg (each),--,https://i.postimg.cc/59L3MNv1/side-legs.jpg,https://i.postimg.cc/m238722V/front-legs.jpg,Discord : dark728,-1,1,50%,100%,Non lethal,--,100%,0%,0%,0,0,No,--,--,--,--,--,,Stalker regenerates 50 HP per second after a short time without suffering any damage.
Terminids / Special / Predator Stalker / [MAIN],Terminids,18,Special / Predator Stalker,1,[MAIN],1,https://i.postimg.cc/BQXkqpWR/Side-underbelly.jpg,https://i.postimg.cc/6qTjpWPC/Front-underbelly.jpg,Discord : asaustin565,650,1,50%,--,Lethal,--,0%,0%,125%,0,0,--,OuterRadius,"1, 0.5, N",--,"22, 0.5, N","30, 1, Y",,No notes.
Terminids / Special / Predator Stalker / Head,Terminids,18,Special / Predator Stalker,2,Head,--,https://i.postimg.cc/43bF8FtH/Front-head.jpg,https://i.postimg.cc/0jH4YMSt/Side-head.jpg,Discord : asaustin565,175,1,0%,100%,Lethal,--,100%,0%,0%,0,0,Yes,--,--,--,--,--,,No notes.
Terminids / Special / Predator Stalker / Claw (each),Terminids,18,Special / Predator Stalker,3,Claw (each),--,https://i.postimg.cc/k4qLqd9y/Side-arms.jpg,https://i.postimg.cc/DzKMPKWK/Front-claws.jpg,Discord : asaustin565,200,1,50%,70%,Non lethal,--,100%,0%,0%,0,0,Yes,--,--,--,--,--,,No notes.
Terminids / Special / Predator Stalker / Wing (each),Terminids,18,Special / Predator Stalker,4,Wing (each),--,https://i.postimg.cc/gj5MX99Q/Front-wings.jpg,https://i.postimg.cc/tCwf76pJ/Side-wings.jpg,Discord : asaustin565,125,0,50%,30%,Non lethal,--,100%,0%,0%,0,0,Yes,--,--,--,--,--,,No notes.
Terminids / Special / Predator Stalker / Body armour,Terminids,18,Special / Predator Stalker,5,Body armour,--,https://i.postimg.cc/2jX9XWqG/Side-armor.jpg,https://i.postimg.cc/8zvYvCzH/Front-body-armor.jpg,Discord : asaustin565,-1,2,50%,100%,Non lethal,--,100%,0%,0%,0,0,No,--,--,--,--,--,,No notes.
Terminids / Special / Predator Stalker / Leg (each),Terminids,18,Special / Predator Stalker,6,Leg (each),--,https://i.postimg.cc/Tw0FPH3v/Side-legs.jpg,https://i.postimg.cc/3J4fMwmT/Front-legs.jpg,Discord : asaustin565,200,1,50%,100%,Non lethal,--,100%,0%,0%,0,0,Yes,--,--,--,--,--,,No notes.
Terminids / Heavy / Charger / [MAIN],Terminids,19,Heavy / Charger,1,[MAIN],0,https://i.postimg.cc/fTWQZ8V7/side-main.jpg,https://i.postimg.cc/HW91fqks/Main.jpg,Discord : dark728,2400,4,100%,--,Lethal,--,25%,0%,150%,0,750,--,OuterRadius,"1, 0.5, N","20, 0.5, N","30, 0.5, N","40, 1.5, Y",,Immaterial [MAIN]. It cannot be targeted like other parts. Explosions will damage it if they hit the enemy and if the conditions (AP / ExDR / etc.) required to damage the [MAIN] are satisfied. However % to Main from other parts works normally.
Terminids / Heavy / Charger / Head,Terminids,19,Heavy / Charger,2,Head,--,https://i.postimg.cc/VNtSb5zk/side-clean-head.jpg,https://i.postimg.cc/VL4XYSNy/front-head.jpg,Discord : dark728,1200,4,75%,70%,Lethal,--,25%,0%,0%,0,0,No,All,--,--,--,--,,"Reducing a Charger's [MAIN] HP to 0 without destroying a lethal part triggers [750, -100/s] Constitution."
Terminids / Heavy / Charger / Claw (each),Terminids,19,Heavy / Charger,3,Claw (each),--,https://i.postimg.cc/Dw84nBDs/side-clean-arms.jpg,https://i.postimg.cc/R02cjjZN/front-arms.jpg,Discord : dark728,500,4,70%,70%,Non lethal,--,100%,0%,0%,0,0,No,OuterRadius,--,--,--,--,,"Reducing a Charger's [MAIN] HP to 0 without destroying a lethal part triggers [750, -100/s] Constitution."
Terminids / Heavy / Charger / Side armor (each),Terminids,19,Heavy / Charger,4,Side armor (each),--,https://i.postimg.cc/PJXNc4YC/side-clean-torso.jpg,https://i.postimg.cc/2y3cbWcz/back-torso.jpg,Discord : dark728,800,4,85%,100%,Non lethal,--,25%,0%,0%,0,0,No,All,--,--,--,--,,"Reducing a Charger's [MAIN] HP to 0 without destroying a lethal part triggers [750, -100/s] Constitution."
Terminids / Heavy / Charger / Spine,Terminids,19,Heavy / Charger,5,Spine,--,https://i.postimg.cc/rwBscc5X/side-rear-plate.jpg,https://i.postimg.cc/FzqPjK80/back-rear-plate.jpg,Discord : dark728,2200,4,75%,75%,Lethal,--,100%,0%,0%,0,0,No,--,--,--,--,--,,"Reducing a Charger's [MAIN] HP to 0 without destroying a lethal part triggers [750, -100/s] Constitution."
Terminids / Heavy / Charger / Inner flesh,Terminids,19,Heavy / Charger,6,Inner flesh,--,https://i.postimg.cc/43yhXcK3/side-exposed-torso.jpg,https://i.postimg.cc/X76F9XP2/Back-inner-flesh.jpg,Discord : dark728,-1,1,30%,300%,Non lethal,--,100%,0%,0%,800,0,No,--,--,--,--,--,,"Reducing a Charger's [MAIN] HP to 0 without destroying a lethal part triggers [750, -100/s] Constitution. Includes 800 damage to [MAIN] dealt by breaching torso armor."
Terminids / Heavy / Charger / Underbelly,Terminids,19,Heavy / Charger,7,Underbelly,--,https://i.postimg.cc/gjgrPZHN/side-clean-underbelly.jpg,https://i.postimg.cc/DfPXgWLW/front-underbelly.jpg,Discord : dark728,-1,2,100%,100%,Non lethal,--,100%,0%,0%,0,0,No,--,--,--,--,--,,"Reducing a Charger's [MAIN] HP to 0 without destroying a lethal part triggers [750, -100/s] Constitution."
Terminids / Heavy / Charger / Butt,Terminids,19,Heavy / Charger,8,Butt,--,https://i.postimg.cc/MpNMT12L/side-clean-belly.jpg,https://i.postimg.cc/1XNgHLSV/Back-butt.jpg,Discord : dark728,950,0,80%,150%,Lethal,--,0%,0%,0%,0,0,No,All,--,--,--,--,,"Puts the Charger into Constitution [750, -100/s]. Technically, this part is not lethal as such, but it does result in the Charger's death due to Constitution."
Terminids / Heavy / Charger / Front leg armor (each),Terminids,19,Heavy / Charger,9,Front leg armor (each),--,https://i.postimg.cc/Qdt1VXBF/front-leg.jpg,https://i.postimg.cc/65BdJVtL/front-frontleg.jpg,Discord : dark728,800,4,70%,60%,Non lethal,--,25%,0%,0%,0,0,No,All,--,--,--,--,,"Reducing a Charger's [MAIN] HP to 0 without destroying a lethal part triggers [750, -100/s] Constitution."
Terminids / Heavy / Charger / Rear leg armor (each),Terminids,19,Heavy / Charger,10,Rear leg armor (each),--,https://i.postimg.cc/xTZPfB6y/rear-leg.jpg,https://i.postimg.cc/rsMtTcXF/Front-rearleg.jpg,Discord : dark728,800,4,70%,50%,Non lethal,--,25%,0%,0%,0,0,No,All,--,--,--,--,,"Reducing a Charger's [MAIN] HP to 0 without destroying a lethal part triggers [750, -100/s] Constitution."
Terminids / Heavy / Charger / Leg flesh (each),Terminids,19,Heavy / Charger,11,Leg flesh (each),--,https://i.postimg.cc/rpHRspWN/side-exposed-legs.jpg,https://i.postimg.cc/FzV3kzgL/front-exposed-legs.jpg,Discord : dark728,800,2,70%,50%,Lethal,--,25%,0%,0%,480,0,No,All,--,--,--,--,,"Reducing a Charger's [MAIN] HP to 0 without destroying a lethal part triggers [750, -100/s] Constitution. Includes 480 damage to [MAIN] dealt by breaching front leg armor."
Terminids / Heavy / Charger / Leg armor (AT mines),Terminids,19,Heavy / Charger,9,Leg armor (AT mines),--,https://i.postimg.cc/Qdt1VXBF/front-leg.jpg,https://i.postimg.cc/65BdJVtL/front-frontleg.jpg,Discord : dark728,800,4,70%,60%,Non lethal,--,25%,0%,0%,0,0,No,All,--,--,--,--,,"Reducing a Charger's [MAIN] HP to 0 without destroying a lethal part triggers [750, -100/s] Constitution. Use this entry to simulate how AT-mines behaves against the target."
Terminids / Heavy / Spore charger / [MAIN],Terminids,20,Heavy / Spore charger,1,[MAIN],0,https://i.postimg.cc/L6hXYS9y/Side-main.jpg,https://i.postimg.cc/ZKgq6Q0J/Front-main.jpg,Discord : dark728,2400,4,100%,--,Lethal,--,25%,0%,150%,0,750,--,OuterRadius,"1, 0.5, N","20, 0.5, N","30, 0.5, N","40, 1.5, Y",,Immaterial [MAIN]. It cannot be targeted like other parts. Explosions will damage it if they hit the enemy and if the conditions (AP / ExDR / etc.) required to damage the [MAIN] are satisfied. However % to Main from other parts works normally.
Terminids / Heavy / Spore charger / Head,Terminids,20,Heavy / Spore charger,2,Head,--,https://i.postimg.cc/BZr5NmjB/Front-head.jpg,https://i.postimg.cc/CKhdKg9x/Side-head.jpg,Discord : dark728,1200,4,75%,70%,Lethal,--,25%,0%,0%,0,0,No,All,--,--,--,--,,"Reducing a Charger's [MAIN] HP to 0 without destroying a lethal part triggers [750, -100/s] Constitution."
Terminids / Heavy / Spore charger / Claw (each),Terminids,20,Heavy / Spore charger,3,Claw (each),--,https://i.postimg.cc/X75rHxw4/Side-claws.jpg,https://i.postimg.cc/QCTQhTy7/Front-claws.jpg,Discord : dark728,500,4,70%,70%,Non lethal,--,100%,0%,0%,0,0,No,OuterRadius,--,--,--,--,,"Reducing a Charger's [MAIN] HP to 0 without destroying a lethal part triggers [750, -100/s] Constitution."
Terminids / Heavy / Spore charger / Side armor (each),Terminids,20,Heavy / Spore charger,4,Side armor (each),--,https://i.postimg.cc/4y9x0NHB/Side-side-armor.jpg,https://i.postimg.cc/sXb6WXt7/Back-side-armor.jpg,Discord : dark728,800,4,85%,100%,Non lethal,--,25%,0%,0%,0,0,No,All,--,--,--,--,,"Reducing a Charger's [MAIN] HP to 0 without destroying a lethal part triggers [750, -100/s] Constitution."
Terminids / Heavy / Spore charger / Spine,Terminids,20,Heavy / Spore charger,5,Spine,--,https://i.postimg.cc/3WQxQ5g7/Side-spine.jpg,https://i.postimg.cc/BbDhB30y/Back-spine.jpg,Discord : dark728,2200,4,75%,75%,Lethal,--,100%,0%,0%,0,0,No,--,--,--,--,--,,"Reducing a Charger's [MAIN] HP to 0 without destroying a lethal part triggers [750, -100/s] Constitution."
Terminids / Heavy / Spore charger / Inner flesh,Terminids,20,Heavy / Spore charger,6,Inner flesh,--,https://i.postimg.cc/Dzx0JNKd/side-inner-flesh.jpg,https://i.postimg.cc/DZmQpDQB/Back-inner-flesh.jpg,Discord : dark728,-1,1,30%,300%,Non lethal,--,100%,0%,0%,800,0,No,--,--,--,--,--,,"Reducing a Charger's [MAIN] HP to 0 without destroying a lethal part triggers [750, -100/s] Constitution. Includes 800 damage to [MAIN] dealt by breaching torso armor."
Terminids / Heavy / Spore charger / Underbelly,Terminids,20,Heavy / Spore charger,7,Underbelly,--,https://i.postimg.cc/MZN5NWFR/Side-underbelly.jpg,https://i.postimg.cc/MZN5NWFR/Side-underbelly.jpg,Discord : dark728,-1,2,100%,100%,Non lethal,--,100%,0%,0%,0,0,No,--,--,--,--,--,,"Reducing a Charger's [MAIN] HP to 0 without destroying a lethal part triggers [750, -100/s] Constitution."
Terminids / Heavy / Spore charger / Butt,Terminids,20,Heavy / Spore charger,8,Butt,--,https://i.postimg.cc/gJhXyCmX/Side-butt.jpg,https://i.postimg.cc/ydDhMpBs/Back-butt-with-spores.jpg,Discord : dark728,950,0,80%,150%,Lethal,--,0%,0%,0%,0,0,No,All,--,--,--,--,,"Puts the Charger into Constitution [750, -100/s]. Technically, this part is not lethal as such, but it does result in the Charger's death due to Constitution."
Terminids / Heavy / Spore charger / Front leg armor (each),Terminids,20,Heavy / Spore charger,9,Front leg armor (each),--,https://i.postimg.cc/dVmLv1Hf/Side-front-leg-armor.jpg,https://i.postimg.cc/662LdkpQ/Front-Front-leg-armor.jpg,Discord : dark728,800,4,70%,60%,Non lethal,--,25%,0%,0%,0,0,No,All,--,--,--,--,,"Reducing a Charger's [MAIN] HP to 0 without destroying a lethal part triggers [750, -100/s] Constitution."
Terminids / Heavy / Spore charger / Rear leg armor (each),Terminids,20,Heavy / Spore charger,10,Rear leg armor (each),--,https://i.postimg.cc/j59jvJ2D/Side-rear-leg-armor.jpg,https://i.postimg.cc/T3GVvhqy/Front-rear-leg-armor.jpg,Discord : dark728,800,4,70%,50%,Non lethal,--,25%,0%,0%,0,0,No,All,--,--,--,--,,"Reducing a Charger's [MAIN] HP to 0 without destroying a lethal part triggers [750, -100/s] Constitution."
Terminids / Heavy / Spore charger / Leg flesh (each),Terminids,20,Heavy / Spore charger,11,Leg flesh (each),--,https://i.postimg.cc/rmzmS9V6/side-leg-flesh.jpg,https://i.postimg.cc/L6jtWjfK/Front-leg-flesh.jpg,Discord : dark728,800,2,70%,50%,Lethal,--,25%,0%,0%,480,0,No,All,--,--,--,--,,"Reducing a Charger's [MAIN] HP to 0 without destroying a lethal part triggers [750, -100/s] Constitution. Includes 480 damage to [MAIN] dealt by breaching front leg armor."
Terminids / Heavy / Spore charger / Leg armor (AT mines),Terminids,20,Heavy / Spore charger,9,Leg armor (AT mines),--,https://i.postimg.cc/dVmLv1Hf/Side-front-leg-armor.jpg,https://i.postimg.cc/662LdkpQ/Front-Front-leg-armor.jpg,Discord : dark728,800,4,70%,60%,Non lethal,--,25%,0%,0%,0,0,No,All,--,--,--,--,,"Reducing a Charger's [MAIN] HP to 0 without destroying a lethal part triggers [750, -100/s] Constitution. Use this entry to simulate how AT-mines behaves against the target."
Terminids / Heavy / Spore charger / Spores (each),Terminids,20,Heavy / Spore charger,12,Spores (each),--,https://i.postimg.cc/ryKgfdQM/Side-spores.jpg,https://i.postimg.cc/MTg0q0KR/Back-spores.jpg,Discord : dark728,500,1,100%,20%,Non lethal,--,100%,0%,0%,0,0,Yes,--,--,--,--,--,,The spores are spread across various hitboxes. You first have to destroy spores to fully reveal certain parts.
Terminids / Heavy / Behemoth / [MAIN],Terminids,21,Heavy / Behemoth,1,[MAIN],0,https://i.postimg.cc/1XQPpPRb/side-main.jpg,https://i.postimg.cc/tTPpZ7bh/behemoth-main.jpg,Discord : dark728,3000,4,100%,--,Lethal,--,25%,0%,150%,0,1000,--,OuterRadius,"1, 0.5, N","20, 0.5, N","30, 0.5, N","40, 1.5, Y",,Immaterial [MAIN]. It cannot be targeted like other parts. Explosions will damage it if they hit the enemy and if the conditions (AP / ExDR / etc.) required to damage the [MAIN] are satisfied. However % to Main from other parts works normally.
Terminids / Heavy / Behemoth / Head,Terminids,21,Heavy / Behemoth,2,Head,--,https://i.postimg.cc/W1Lc14Yn/Front-head.jpg,https://i.postimg.cc/2yyrhXn7/Side-head.jpg,Discord : dark728,1600,4,100%,70%,Lethal,--,25%,0%,0%,0,0,No,All,--,--,--,--,,"Reducing a Behemoth's [MAIN] HP to 0 without destroying a lethal part triggers [1000, -100/s] Constitution."
Terminids / Heavy / Behemoth / Claw (each),Terminids,21,Heavy / Behemoth,3,Claw (each),--,https://i.postimg.cc/DZ22yzZD/Side-claws.jpg,https://i.postimg.cc/2jtfgG4g/Front-claws.jpg,Discord : dark728,500,4,70%,70%,Non lethal,--,100%,0%,0%,0,0,No,OuterRadius,--,--,--,--,,"Reducing a Behemoth's [MAIN] HP to 0 without destroying a lethal part triggers [1000, -100/s] Constitution."
Terminids / Heavy / Behemoth / Side armor (each),Terminids,21,Heavy / Behemoth,4,Side armor (each),--,https://i.postimg.cc/K8Mc0Vw9/Side-armor.jpg,https://i.postimg.cc/7YnGGRzZ/Back-rear-armor.jpg,Discord : dark728,1000,4,85%,100%,Non lethal,--,25%,0%,0%,0,0,No,All,--,--,--,--,,"Reducing a Behemoth's [MAIN] HP to 0 without destroying a lethal part triggers [1000, -100/s] Constitution."
Terminids / Heavy / Behemoth / Spine,Terminids,21,Heavy / Behemoth,5,Spine,--,https://i.postimg.cc/wTt9BZq6/Side-rear-armor.jpg,https://i.postimg.cc/XYNZwgKc/Back-armor.jpg,Discord : dark728,2200,4,75%,75%,Lethal,--,100%,0%,0%,0,0,No,--,--,--,--,--,,"Reducing a Behemoth's [MAIN] HP to 0 without destroying a lethal part triggers [1000, -100/s] Constitution."
Terminids / Heavy / Behemoth / Inner flesh,Terminids,21,Heavy / Behemoth,6,Inner flesh,--,https://i.postimg.cc/90YfdX4S/Side-inner-flesh.jpg,https://i.postimg.cc/SxNnG9fG/Back-inner-flesh.jpg,Discord : dark728,-1,1,30%,300%,Non lethal,--,100%,0%,0%,1000,0,No,--,--,--,--,--,,"Reducing a Behemoth's [MAIN] HP to 0 without destroying a lethal part triggers [1000, -100/s] Constitution. Includes 1000 damage to [MAIN] dealt by breaching torso armor."
Terminids / Heavy / Behemoth / Underbelly,Terminids,21,Heavy / Behemoth,7,Underbelly,--,https://i.postimg.cc/KYbbJYnz/side-belly.jpg,https://i.postimg.cc/QCFZHKr6/Front-belly.jpg,Discord : dark728,-1,2,100%,100%,Non lethal,--,100%,0%,0%,0,0,No,--,--,--,--,--,,"Reducing a Behemoth's [MAIN] HP to 0 without destroying a lethal part triggers [1000, -100/s] Constitution."
Terminids / Heavy / Behemoth / Butt,Terminids,21,Heavy / Behemoth,8,Butt,--,https://i.postimg.cc/43RfqPTX/Side-butt.jpg,https://i.postimg.cc/DwccLbBk/Back-Butt.jpg,Discord : dark728,950,0,100%,50%,Lethal,--,0%,0%,0%,0,0,No,All,--,--,--,--,,"Puts the Behemoth's [MAIN] into Constitution [1000, -100/s]. Technically, this part is not lethal as such, but it does result in the Charger's death due to Constitution."
Terminids / Heavy / Behemoth / Front leg armor (each),Terminids,21,Heavy / Behemoth,9,Front leg armor (each),--,https://i.postimg.cc/DZB7WK4z/Side-front-leg.jpg,https://i.postimg.cc/NfrwtXDF/Front-front-legs.jpg,Discord : dark728,1000,4,80%,60%,Non lethal,--,25%,0%,0%,0,0,No,All,--,--,--,--,,"Reducing a Behemoth's [MAIN] HP to 0 without destroying a lethal part triggers [1000, -100/s] Constitution."
Terminids / Heavy / Behemoth / Rear leg armor (each),Terminids,21,Heavy / Behemoth,10,Rear leg armor (each),--,https://i.postimg.cc/28PrLGyn/Side-rear-leg.jpg,https://i.postimg.cc/KYmXtH23/Front-rear-legs.jpg,Discord : dark728,1000,4,80%,50%,Non lethal,--,25%,0%,0%,0,0,No,All,--,--,--,--,,"Reducing a Behemoth's [MAIN] HP to 0 without destroying a lethal part triggers [1000, -100/s] Constitution."
Terminids / Heavy / Behemoth / Leg flesh (each),Terminids,21,Heavy / Behemoth,11,Leg flesh (each),--,https://i.postimg.cc/JhstfWgD/Side-leg-flesh.jpg,https://i.postimg.cc/2SQRbfPf/Front-leg-flesh.jpg,Discord : dark728,800,2,70%,50%,Lethal,--,25%,0%,0%,600,0,No,All,--,--,--,--,,"Reducing a Behemoth's [MAIN] HP to 0 without destroying a lethal part triggers [1000, -100/s] Constitution. Includes 600 damage to [MAIN] dealt by breaching front leg armor."
Terminids / Heavy / Behemoth / Leg armor (AT mines),Terminids,21,Heavy / Behemoth,12,Leg armor (AT mines),--,https://i.postimg.cc/DZB7WK4z/Side-front-leg.jpg,https://i.postimg.cc/NfrwtXDF/Front-front-legs.jpg,Discord : dark728,1000,4,80%,60%,Non lethal,--,25%,0%,0%,0,0,No,All,--,--,--,--,,"Reducing a Behemoth's [MAIN] HP to 0 without destroying a lethal part triggers [1000, -100/s] Constitution. Use this entry to simulate how AT-mines behaves against the target."
Terminids / Heavy / Impaler / [MAIN],Terminids,22,Heavy / Impaler,1,[MAIN],0,https://i.postimg.cc/sDnd25Wk/side-main.jpg,https://i.postimg.cc/7ZfvJbMf/front-Main.jpg,Discord : dark728,4000,4,100%,--,Lethal,--,0%,0%,170%,0,0,--,OuterRadius,"1, 0.5, N","20, 0.5, N","30, 0.5, N","45, 2.5, Y",,Immaterial [MAIN]. It cannot be targeted like other parts. Explosions will damage it if they hit the enemy and if the conditions (AP / ExDR / etc.) required to damage the [MAIN] are satisfied. However % to Main from other parts works normally.
Terminids / Heavy / Impaler / Head,Terminids,22,Heavy / Impaler,2,Head,--,https://i.postimg.cc/zfTjWPb1/front-head.jpg,https://i.postimg.cc/Qtp0SXJX/side-head.jpg,Discord : dark728,1250,1,75%,150%,Lethal,--,0%,0%,0%,0,0,No,All,--,--,--,--,,No notes.
Terminids / Heavy / Impaler / Tentacle (each),Terminids,22,Heavy / Impaler,3,Tentacle (each),--,https://i.postimg.cc/C1Y44Hkn/front-tentacle.jpg,https://i.postimg.cc/vHGSq6KC/front-tentacle.jpg,Discord : dark728,500,1,70%,50%,Non lethal,--,0%,0%,0%,0,0,No,OuterRadius,--,--,--,--,,No notes.
Terminids / Heavy / Impaler / Head armor (each),Terminids,22,Heavy / Impaler,4,Head armor (each),--,https://i.postimg.cc/R0WY15YF/front-head-armor.jpg,https://i.postimg.cc/1t9WnTbC/side-head-armor.jpg,Discord : dark728,-1,4,75%,100%,Non lethal,--,0%,0%,0%,0,0,No,All,--,--,--,--,,No notes.
Terminids / Heavy / Impaler / Crest armor,Terminids,22,Heavy / Impaler,5,Crest armor,--,https://i.postimg.cc/QxN0kZ93/side-crest-armor.jpg,https://i.postimg.cc/FKwBDCtx/front-crest-armor-B.jpg,Discord : dark728,1000,4,80%,75%,Non lethal,--,0%,0%,0%,0,0,Yes,All,--,--,--,--,,No notes.
Terminids / Heavy / Impaler / Side armor (each),Terminids,22,Heavy / Impaler,6,Side armor (each),--,https://i.postimg.cc/gk4tf2Fj/side-armor.jpg,https://i.postimg.cc/gk4tf2Fj/side-armor.jpg,Discord : dark728,1000,4,75%,75%,Non lethal,--,0%,0%,0%,0,0,Yes,All,--,--,--,--,,No notes.
Terminids / Heavy / Impaler / Spine,Terminids,22,Heavy / Impaler,7,Spine,--,https://i.postimg.cc/SKYZ2LXY/side-butt-armor.jpg,https://i.postimg.cc/SKYZ2LXY/side-butt-armor.jpg,Discord : dark728,1000,4,75%,75%,Non lethal,--,0%,0%,0%,0,0,Yes,All,--,--,--,--,,No notes.
Terminids / Heavy / Impaler / Inner flesh,Terminids,22,Heavy / Impaler,8,Inner flesh,--,https://i.postimg.cc/Bb4NVdm2/side-inner-flesh.jpg,https://i.postimg.cc/Bb4NVdm2/side-inner-flesh.jpg,Discord : dark728,-1,0,90%,150%,Non lethal,--,100%,0%,0%,1000,0,No,--,--,--,--,--,,Includes 1000 damage to [MAIN] dealt by breaching side armor.
Terminids / Heavy / Impaler / Underbelly,Terminids,22,Heavy / Impaler,9,Underbelly,--,https://i.postimg.cc/zGctG2f1/side-belly.jpg,https://i.postimg.cc/zGctG2f1/side-belly.jpg,Discord : dark728,-1,2,100%,150%,Non lethal,--,100%,0%,0%,0,0,No,--,--,--,--,--,,No notes.
Terminids / Heavy / Impaler / Butt,Terminids,22,Heavy / Impaler,10,Butt,--,https://i.postimg.cc/C1ycjZDP/side-butt.jpg,https://i.postimg.cc/C1ycjZDP/side-butt.jpg,Discord : dark728,1100,3,85%,140%,Non lethal,--,0%,0%,0%,0,0,No,All,--,--,--,--,,No notes.
Terminids / Heavy / Impaler / Leg armor (each),Terminids,22,Heavy / Impaler,11,Leg armor (each),--,https://i.postimg.cc/NFDbqpnS/side-leg-armor.jpg,https://i.postimg.cc/gcVTHKgv/front-legs-armor.jpg,Discord : dark728,1000,4,70%,50%,Non lethal,--,0%,0%,0%,0,0,No,All,--,--,--,--,,No notes.
Terminids / Heavy / Impaler / Leg flesh (each),Terminids,22,Heavy / Impaler,12,Leg flesh (each),--,https://i.postimg.cc/9Fx1LgZq/side-leg-flesh.jpg,https://i.postimg.cc/vB9Sj7bw/front-leg-flesh.jpg,Discord : dark728,1000,0,70%,50%,Lethal,--,0%,0%,0%,500,0,No,All,--,--,--,--,,Includes 500 damage to [MAIN] dealt by breaching front leg armor.
Terminids / Heavy / Impaler / Leg armor (AT mines),Terminids,22,Heavy / Impaler,11,Leg armor (AT mines),--,https://i.postimg.cc/NFDbqpnS/side-leg-armor.jpg,https://i.postimg.cc/gcVTHKgv/front-legs-armor.jpg,Discord : dark728,1000,4,70%,50%,Non lethal,--,0%,0%,0%,0,0,No,All,--,--,--,--,,Use this entry to simulate how AT-mines behaves against the target.
Terminids / Heavy / Bile titan / [MAIN],Terminids,23,Heavy / Bile titan,1,[MAIN],0,https://i.postimg.cc/8C6qw3YG/Side-main.jpg,https://i.postimg.cc/T3SzVGCQ/Main.jpg,Discord : dark728,6500,4,100%,--,Lethal,--,50%,0%,170%,0,0,--,OuterRadius,--,--,"40, 0.5, N","50, 2, Y",,Immaterial [MAIN]. It cannot be targeted like other parts. Explosions will damage it if they hit the enemy and if the conditions (AP / ExDR / etc.) required to damage the [MAIN] are satisfied. However % to Main from other parts works normally.
